CODENTID,CODPROGR,CODCUENT,DESCCCUE,FECULTEX,CODULTEX,INDBLQAC,INDBLQRD,FECHALTA,FECHBAJA,FECHACTI,OBSCUENT,CHEQDATA,IDCLIENT,TIPIDCLI,NOMBREID,APELLID1,APELLID2,CONTCANJ
0001    ,GENECLAS,00010003000003211619,Anton Daphne Lemings,20180828,10,0,0,20171113,        ,20171113,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.655389,41666682            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211621,Nell  Overbey Stamis,20180828,10,0,0,20171113,        ,20171113,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.377458,41732530            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003211620,Hunter Chris Fosnaug,20180828,10,1,1,20171113,        ,20171113,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.133042,41720431            ,C ,                              ,                    ,                    ,0
0001    ,GENEREMP,00010003000003211685,LUZ  JUMP           ,20180820,10,1,1,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-21-07.37.28.921175,3134475481          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003212058,Benita  Bertels Clab,20180828,10,1,1,20171128,        ,20171128,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.500607,35488410            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211648,LUZ  JUMP           ,20180828,10,0,0,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.088560,3134475444          ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003211718,LUZ  JUMP           ,20180828,10,0,0,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.105370,3134475515          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003206520,PRUEBA  JUMP        ,20180828,12,0,0,20170913,        ,20170913,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.460182,3124238900          ,C ,                              ,                    ,                    ,101841
0001    ,AMEXGOLD,00010004000000010113,                    ,20180828,10,0,0,20171107,        ,20171107,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.46.593278,PENDIENTE           ,00,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010005000000009999,Jake Alani Francoise,20180828,10,0,0,20171107,        ,20171107,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.46.766959,94426583            ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003212001,Lamont Bailee Bussa ,20180828,10,0,0,20171128,        ,20171128,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.712108,77028733            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003211666,CHRISTA TALLON BEANE,20180828,10,1,1,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.53.913108,19424670            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211800,EMERALD ARJUN CLAKLE,20180828,10,1,1,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.084169,79705540            ,C ,                              ,                    ,                    ,0
0001    ,GENEPLAT,00010003000003211784,Emilie Daija Nagai R,20180828,10,1,1,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.978506,79054633            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211744,LUZ  JUMP           ,20180828,10,1,1,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.083739,3134475542          ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003211736,LUZ  JUMP           ,20180828,10,0,0,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.137084,3134475534          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211705,LUZ  JUMP           ,20180828,10,1,1,20171108,        ,20171108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.438568,3134475502          ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003212059,Keegan Kimberly Pett,20180828,10,1,1,20171128,        ,20171128,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.018717,79354453            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003206585,Eldon  Harnage Scamp,20180828,12,0,0,20170913,        ,20170913,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.240765,858921              ,C ,                              ,                    ,                    ,101848
0001    ,GENECLAS,00010003000003206587,Ella  Stiles Maltby ,20180828,12,0,0,20170913,        ,20170913,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.244581,19399307            ,C ,                              ,                    ,                    ,101847
0001    ,GENERORO,00010014000003206387,JOSE FERNANDO RIVERA,20180828,12,0,0,20170902,        ,20170902,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.398752,79460470            ,C ,                              ,                    ,                    ,101853
0001    ,GENECLAS,00010014000003206393,MARIO  MARTILLO     ,20180828,12,0,0,20170904,        ,20170904,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.511973,1016047610          ,C ,                              ,                    ,                    ,101851
0001    ,GENINFIN,00010003000003206754,MEGHAN GANNON BUSARD,20180828,12,1,1,20170918,        ,20170918,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.477892,39631087            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003205784,ANDREA  SANTANA     ,20180828,11,0,0,20171012,        ,20171012,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.657642,12426038            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003205784,ANDREA  SANTANA     ,20180828,11,0,0,20171012,        ,20171012,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.167458,12426038            ,C ,                              ,                    ,                    ,0
0001    ,TELMEX  ,00010003000003206409,PRUEBA  JUMP        ,20180828,11,0,0,20171012,        ,20171012,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.56.295034,3103382801          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003206368,Chastity Preston Dar,20170828,1,1,1,20170828,20170915,20170828, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-09-19-18.09.00.810647,28994342            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003206758,KILLERI  ANTIOQUIA  ,20180828,12,0,0,20170918,        ,20170918,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.005754,61256258            ,C ,                              ,                    ,                    ,101854
0001    ,GENECLAS,00010003000003212056,GERMAN DAN BONSER Ju,20180828,10,1,1,20171128,        ,20171128,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.732125,5600313             ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010003000003212692,PRUEBA  JUMP        ,20180828,8,1,1,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.815283,3114557569          ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003214560,KELLEN JOVONTE MERCH,20180828,8,0,0,20180123,        ,20180123,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.052035,11252169            ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010003000003212694,Augustus  Schmidtke ,20180828,8,1,1,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.664951,79690164            ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010003000003212686,Claudia  Jesenovec R,20180828,8,1,1,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.55.026400,13828799            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003214558,Bernie  Lagnese Tlam,20180828,8,0,0,20180123,        ,20180123,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.53.799363,20277740            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003214559,Jesica  Tejeiro Bona,20180828,8,0,0,20180123,        ,20180123,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.53.992419,79657969            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010014000003212620,JULIA  ELEJALDE     ,20180828,8,1,1,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.077270,4018412095          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010014000003212621,MARIE DYLON MARZINSK,20180828,8,1,1,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.260945,91227216            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211662,Gideon Tomas Guyer D,20180628,6,1,1,20180111,20180726,20180111, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-07-26-10.03.53.650487,79400221            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211665,LUZ  JUMP           ,20180528,5,1,1,20180111,20180627,20180111, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-06-27-09.07.57.152008,3134475461          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211684,LUZ  JUMP           ,20180528,5,1,1,20180111,20180627,20180111, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-06-27-09.07.57.152008,3134475480          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211717,LUZ  JUMP           ,20180828,8,1,1,20180111,        ,20180111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.219632,3134475514          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211731,LUZ  JUMP           ,20180828,8,1,1,20180111,        ,20180111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-09-03-10.30.45.041249,3134475528          ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010003000003206358,Lamar Michele Lytle ,20180828,9,0,0,20171218,        ,20171218,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.780317,51716328            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010014000003211898,TITO  VILLAMIL RINCO,20180828,9,1,1,20171218,        ,20171218,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.821992,79562847            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211732,LUZ  JUMP           ,20180828,8,0,0,20180111,        ,20180111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-09-04-10.56.06.432352,3134475529          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211759,Maximillia Elizabet ,20180628,6,1,1,20180111,20180726,20180111, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-07-26-10.03.53.650487,12597888            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211814,Keila Maryanna Anger,20180828,8,1,1,20180111,        ,20180111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.079181,19428440            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211828,LEA ERIK DICKUS Mala,20180828,8,1,1,20180111,        ,20180111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.130760,51620166            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003211835,Chelsea Nereida Ragi,20180828,8,1,1,20180111,        ,20180111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.572242,20231012            ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003212732,Zoey Brigid Soulia L,20180828,8,1,1,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.331157,51572686            ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003212724,Willow Krista Mcelwa,20180828,8,0,0,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.468626,21086665            ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003212716,Colette  Brechtel Ta,20180828,8,0,0,20180105,        ,20180105,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.406853,41753764            ,C ,                              ,                    ,                    ,0
0001    ,AMEXGOLD,00010001000003212082,MIGRACION DE CUENTAS,20180828,9,1,1,20171221,        ,20171221,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.46.823296,PENDIENTE           ,00,                              ,                    ,                    ,0
0001    ,GENECLAS,00010001000003212118,ANA LOUIS FRANK     ,20180828,8,0,0,20180104,        ,20180104,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.614395,21054291            ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003212246,Kirkland  Deya Hupf ,20180828,8,0,0,20180104,        ,20180104,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.380386,51693306            ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000003212245,Sherridan Breeanna D,20180828,8,0,0,20180104,        ,20180104,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.547601,20127084            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003213125,Kent Sawyer Tetz Cre,20180828,8,1,1,20180109,        ,20180109,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-09-03-10.30.45.041249,3267841             ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003213117,Keri Antoine Huff Li,20180828,8,1,1,20180109,        ,20180109,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-09-03-10.30.45.041249,79582205            ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010003000003215413,STEPHANIA AMIR RON  ,20180828,8,1,1,20180125,        ,20180125,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.772436,5641959             ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010003000003215717,PRUEBA  JUMP        ,20180828,8,0,0,20180125,        ,20180125,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.722539,3114561014          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003212954,PRUEBA  JUMP        ,20180828,8,1,1,20180109,        ,20180109,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.310905,3114557830          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003212949,Catalina Melanie Cau,20180828,8,1,1,20180109,        ,20180109,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.756390,2892108             ,C ,                              ,                    ,                    ,0
